Mitigated agent 3: deviation=129.11, median=8.51, weight=0.04, threshold=123.89, original=137.62, new=132.41
Mitigated agent 0: deviation=4519497.60, median=6002110.44, weight=0.34, threshold=2981594.90, original=1482612.84, new=3020515.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=4519497.60, median=6002110.44, threshold=2981594.90, corrected=3020515.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=4630110.99, median=-1205661.05, threshold=925448.49, corrected=-279638.86
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 4: deviation=4028295.31, median=-665229.49, threshold=3173071.07, corrected=2507841.58
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=3676817.63, median=-1087364.87, threshold=2443826.32, corrected=1356461.45
Mitigated agent 4: deviation=4028295.31, median=-665229.49, weight=0.21, threshold=3173071.07, original=3363065.82, new=2507841.58
Mitigated agent 0: deviation=3684526.89, median=-1090391.17, weight=0.34, threshold=2442277.18, original=2594135.72, new=1351886.00
Mitigated agent 0: deviation=2643456.62, median=-782375.34, weight=0.08, threshold=2440186.41, original=1861081.28, new=1657811.07
Mitigated agent 0: deviation=3712533.43, median=-1100352.18, weight=0.34, threshold=2442227.89, original=2612181.25, new=1341875.71
Mitigated agent 0: deviation=3676817.63, median=-1087364.87, weight=0.34, threshold=2443826.32, original=2589452.76, new=1356461.45
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=3676817.63, median=-1087364.87, threshold=2443826.32, corrected=1356461.45
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=3684526.89, median=-1090391.17, threshold=2442277.18, corrected=1351886.00
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=2876869.78, median=172227.24, threshold=2349697.58, corrected=-2177470.34
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 4: deviation=8116199.67, median=-611845.67, threshold=6519792.59, corrected=5907946.93
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=5238309.88, median=438591.74, threshold=2350655.56, corrected=-1912063.82
Mitigated agent 4: deviation=2876869.78, median=172227.24, weight=0.18, threshold=2349697.58, original=-2704642.53, new=-2177470.34
Mitigated agent 4: deviation=5238309.88, median=438591.74, weight=0.55, threshold=2350655.56, original=-4799718.14, new=-1912063.82
Mitigated agent 4: deviation=8116199.67, median=-611845.67, weight=0.20, threshold=6519792.59, original=7504354.00, new=5907946.93
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=1688563.69, median=485575.67, threshold=322057.60, corrected=147862.93
Mitigated agent 0: deviation=590071.27, median=-245555.29, weight=0.46, threshold=318394.97, original=344515.98, new=72839.69
Mitigated agent 0: deviation=1665809.16, median=478854.23, weight=0.80, threshold=320436.45, original=-1186954.93, new=145692.40
Mitigated agent 0: deviation=1680651.35, median=483266.71, weight=0.80, threshold=320485.74, original=-1197384.64, new=147136.44
Mitigated agent 0: deviation=1688563.69, median=485575.67, weight=0.80, threshold=322057.60, original=-1202988.02, new=147862.93
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=1680651.35, median=483266.71, threshold=320485.74, corrected=147136.44
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=590071.27, median=-245555.29, threshold=318394.97, corrected=72839.69
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=6218311.05, median=1939459.61, threshold=6120475.76, corrected=-4181016.15
Mitigated agent 0: deviation=6172436.86, median=1923980.68, weight=0.01, threshold=6118809.16, original=-4248456.18, new=-4194828.48
Mitigated agent 0: deviation=6202630.68, median=1934178.03, weight=0.01, threshold=6118858.45, original=-4268452.65, new=-4184680.42
Mitigated agent 0: deviation=6218311.05, median=1939459.61, weight=0.02, threshold=6120475.76, original=-4278851.44, new=-4181016.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=7515423.87, median=2346672.64, threshold=7016843.72, corrected=-4670171.08
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=7497984.53, median=2340817.90, threshold=7015215.04, corrected=-4674397.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=7464964.18, median=2329706.14, threshold=7015165.76, corrected=-4685459.62
Mitigated agent 0: deviation=7464964.18, median=2329706.14, weight=0.06, threshold=7015165.76, original=-5135258.04, new=-4685459.62
Mitigated agent 0: deviation=7497984.53, median=2340817.90, weight=0.06, threshold=7015215.04, original=-5157166.63, new=-4674397.14
Mitigated agent 0: deviation=7515423.87, median=2346672.64, weight=0.07, threshold=7016843.72, original=-5168751.23, new=-4670171.08
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=8738970.37, median=2733758.96, threshold=7911571.62, corrected=-5177812.67
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=8744105.63, median=2735473.66, threshold=7913211.66, corrected=-5177738.01
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=8733268.03, median=2731819.96, threshold=7911522.34, corrected=-5179702.38
Mitigated agent 0: deviation=8733268.03, median=2731819.96, weight=0.09, threshold=7911522.34, original=-6001448.07, new=-5179702.38
Mitigated agent 0: deviation=8744105.63, median=2735473.66, weight=0.10, threshold=7913211.66, original=-6008631.97, new=-5177738.01
Mitigated agent 0: deviation=8738970.37, median=2733758.96, weight=0.09, threshold=7911571.62, original=-6005211.41, new=-5177812.67
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=9730448.53, median=3045560.06, threshold=8807928.21, corrected=-5762368.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=9754890.73, median=3053722.13, threshold=8807878.92, corrected=-5754156.80
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=9721532.10, median=3042558.63, threshold=8809579.61, corrected=-5767020.98
Mitigated agent 0: deviation=9730448.53, median=3045560.06, weight=0.09, threshold=8807928.21, original=-6684888.48, new=-5762368.15
Mitigated agent 0: deviation=9754890.73, median=3053722.13, weight=0.10, threshold=8807878.92, original=-6701168.60, new=-5754156.80
Mitigated agent 0: deviation=9721532.10, median=3042558.63, weight=0.09, threshold=8809579.61, original=-6678973.47, new=-5767020.98
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=10494816.03, median=3282009.53, threshold=9704288.54, corrected=-6422279.01
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=10529620.88, median=3293645.33, threshold=9704239.26, corrected=-6410593.93
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=10480647.58, median=3277244.43, threshold=9705951.31, corrected=-6428706.87
Mitigated agent 0: deviation=10494816.03, median=3282009.53, weight=0.08, threshold=9704288.54, original=-7212806.49, new=-6422279.01
Mitigated agent 0: deviation=10529620.88, median=3293645.33, weight=0.08, threshold=9704239.26, original=-7235975.56, new=-6410593.93
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=11125774.47, median=3473466.75, threshold=10600648.88, corrected=-7127182.13
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=11149040.22, median=3481249.23, threshold=10600599.59, corrected=-7119350.36
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=11116464.41, median=3470324.08, threshold=10602323.00, corrected=-7131998.92
Mitigated agent 0: deviation=11116464.41, median=3470324.08, weight=0.05, threshold=10602323.00, original=-7646140.33, new=-7131998.92
Mitigated agent 0: deviation=11125774.47, median=3473466.75, weight=0.05, threshold=10600648.88, original=-7652307.72, new=-7127182.13
Mitigated agent 0: deviation=11149040.22, median=3481249.23, weight=0.05, threshold=10600599.59, original=-7667790.99, new=-7119350.36
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=11125774.47, median=3473466.75, threshold=10600648.88, corrected=-7127182.13
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=11149040.22, median=3481249.23, threshold=10600599.59, corrected=-7119350.36
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=11710455.50, median=3648735.48, threshold=11498687.20, corrected=-7849951.72
Mitigated agent 0: deviation=11710517.62, median=3648776.30, weight=0.02, threshold=11497001.71, original=-8061741.32, new=-7848225.41
Mitigated agent 0: deviation=11710455.50, median=3648735.48, weight=0.02, threshold=11498687.20, original=-8061720.02, new=-7849951.72
Mitigated agent 0: deviation=11713294.86, median=3649713.16, weight=0.02, threshold=11496952.43, original=-8063581.71, new=-7847239.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=11710455.50, median=3648735.48, threshold=11498687.20, corrected=-7849951.72
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=11710517.62, median=3648776.30, threshold=11497001.71, corrected=-7848225.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=25470714.58, median=-3314904.32, threshold=25270739.90, corrected=21955835.58
Mitigated agent 4: deviation=25470714.58, median=-3314904.32, weight=0.01, threshold=25270739.90, original=22155810.26, new=21955835.58
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=27705493.02, median=-3769943.66, threshold=22341620.98, corrected=18571677.33
Mitigated agent 4: deviation=27705493.02, median=-3769943.66, weight=0.19, threshold=22341620.98, original=23935549.37, new=18571677.33
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=62822394.82, median=-18526426.84, threshold=37032772.59, corrected=18506345.75
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=21650305.36, median=-3093767.44, threshold=21198045.10, corrected=18104277.66
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=29811033.17, median=-4179715.99, threshold=19617132.34, corrected=15437416.35
Mitigated agent 4: deviation=21650305.36, median=-3093767.44, weight=0.02, threshold=21198045.10, original=18556537.92, new=18104277.66
Mitigated agent 0: deviation=11463499.24, median=3482559.83, weight=0.58, threshold=4836005.07, original=-7980939.41, new=-1353445.23
Mitigated agent 0: deviation=14430759.28, median=4471746.75, weight=0.66, threshold=4839826.77, original=-9959012.53, new=-368080.02
Mitigated agent 0: deviation=14387154.40, median=4457223.85, weight=0.66, threshold=4838046.55, original=-9929930.54, new=-380822.69
Mitigated agent 0: deviation=14416052.41, median=4466857.61, weight=0.66, threshold=4838095.83, original=-9949194.80, new=-371238.23
Mitigated agent 0: deviation=62822394.82, median=-18526426.84, weight=0.41, threshold=37032772.59, original=44295967.97, new=18506345.75
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=14430759.28, median=4471746.75, threshold=4839826.77, corrected=-368080.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 4: deviation=32026214.78, median=3389262.38, threshold=7961586.11, corrected=-4572323.73
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=17806748.00, median=-2089081.54, threshold=8832029.05, corrected=6742947.51
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=14638568.60, median=-1719285.00, threshold=8832895.57, corrected=7113610.57
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=63569508.39, median=-16260597.92, threshold=50682879.18, corrected=34422281.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=14541672.35, median=4035879.17, threshold=7689973.64, corrected=-3654094.47
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=11914216.32, median=3159985.47, threshold=7692064.41, corrected=-4532078.94
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=14505764.90, median=4023909.98, threshold=7690022.92, corrected=-3666112.95
Mitigated agent 4: deviation=32026214.78, median=3389262.38, weight=0.75, threshold=7961586.11, original=-28636952.40, new=-4572323.73
Mitigated agent 4: deviation=14638568.60, median=-1719285.00, weight=0.40, threshold=8832895.57, original=12919283.60, new=7113610.57
Mitigated agent 4: deviation=17806748.00, median=-2089081.54, weight=0.50, threshold=8832029.05, original=15717666.46, new=6742947.51
Mitigated agent 0: deviation=14559694.82, median=4041947.46, weight=0.47, threshold=7688231.34, original=-10517747.36, new=-3646283.88
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=18545603.09, median=-1518377.60, threshold=4817820.39, corrected=3299442.78
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 4: deviation=31151658.11, median=2449495.94, threshold=4840973.97, corrected=-3780835.68
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=12500452.64, median=-825518.30, threshold=4559757.22, corrected=3734238.92
Mitigated agent 4: deviation=18545603.09, median=-1518377.60, weight=0.74, threshold=4817820.39, original=17027225.48, new=3299442.78
Mitigated agent 4: deviation=12500452.64, median=-825518.30, weight=0.64, threshold=4559757.22, original=11674934.34, new=3734238.92
Mitigated agent 4: deviation=31151658.11, median=2449495.94, weight=0.80, threshold=4840973.97, original=-28702162.16, new=-3780835.68
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 4: deviation=8406830.97, median=403467.76, threshold=5293362.25, corrected=-4889894.49
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=9185693.69, median=-721389.27, threshold=2209851.45, corrected=1488462.18
Mitigated agent 4: deviation=8406830.97, median=403467.76, weight=0.37, threshold=5293362.25, original=-8003363.20, new=-4889894.49
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=17103378.55, median=-5511113.53, threshold=14732189.70, corrected=9221076.18
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=17155315.44, median=-5528442.33, threshold=14730341.31, corrected=9201898.98
Mitigated agent 0: deviation=17136863.96, median=-5522276.18, weight=0.14, threshold=14732140.42, original=11614587.78, new=9209864.24
Mitigated agent 0: deviation=14732189.70, median=-5511113.53, weight=0.00, threshold=14732189.70, original=9221076.18, new=9221076.18
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=17136863.96, median=-5522276.18, threshold=14732140.42, corrected=9209864.24
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=14732189.70, median=-5511113.53, threshold=14732189.70, corrected=9221076.18
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=32654376.81, median=4111938.53, threshold=31575407.44, corrected=-27463468.91
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=22373854.55, median=-7193119.61, threshold=16511298.85, corrected=9318179.23
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 4: deviation=41158033.46, median=5111839.22, threshold=33089161.54, corrected=-27977322.32
Mitigated agent 4: deviation=32654376.81, median=4111938.53, weight=0.03, threshold=31575407.44, original=-28542438.27, new=-27463468.91
Mitigated agent 4: deviation=41158033.46, median=5111839.22, weight=0.20, threshold=33089161.54, original=-36046194.24, new=-27977322.32
Mitigated agent 0: deviation=22350417.35, median=-7185291.10, weight=0.26, threshold=16513109.32, original=15165126.24, new=9327818.22
Mitigated agent 0: deviation=22307736.73, median=-7171063.28, weight=0.26, threshold=16513158.60, original=15136673.45, new=9342095.33
Mitigated agent 0: deviation=22373854.55, median=-7193119.61, weight=0.26, threshold=16511298.85, original=15180734.94, new=9318179.23
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 4: deviation=41586185.51, median=5705763.73, threshold=11465474.48, corrected=-5759710.76
